Student,Advisor
"Prasad Chalasani","Avrim Blum"
"Murali Ramanathan","Aidong Zhang"
"Xiaoyi Li","Aidong Zhang"
"Chun Tang","Aidong Zhang"
"Woochang Hwang","Aidong Zhang"
"Suxin Guo","Aidong Zhang"
"Li Zhang 0008","Aidong Zhang"
"Phu Chien Nguyen","Takashi Washio"
"Yuhong Xiong","Ping Luo"
"Yonglong Tian","Ping Luo"
"Guangxiang Zeng","Ping Luo"
"Geoffrey M. Voelker","Lawrence K. Saul"
"Stefan Savage","Lawrence K. Saul"
"Youngmin Cho","Lawrence K. Saul"
"Rajhans Samdani","Dan Roth"
"Zhixu Li","Xiaofang Zhou"
"David Loker","Shai Ben-David"
"Yuan Fang","Kevin Chen-Chuan Chang"
"Depin Chen","Jun Yan"
"Haimonti Dutta","Hillol Kargupta"
"Souptik Datta","Hillol Kargupta"
"Samiran Ghosh","Hillol Kargupta"
"Rajeev Ayyagari","Hillol Kargupta"
"Kirk D. Borne","Hillol Kargupta"
"Xiao Cai","Feiping Nie"
"De Wang","Feiping Nie"
"Philip Bachman","Doina Precup"
"Yuri Grinberg","Doina Precup"
"Kaizhong Zhang","Dennis Shasha"
"Xiaojian Zhao","Dennis Shasha"
"Bianca Wackersreuther","Christian Böhm"
"Annahita Oswald","Christian Böhm"
"Zhibo Chen 0002","Carlos Ordonez"
"Veerabhadran Baladandayuthapani","Carlos Ordonez"
"Sasi K. Pitchaimalai","Carlos Ordonez"
"Javier García-García","Carlos Ordonez"
"Thaer Samar","Arjen P. de Vries"
"Jin Jing","Ahmed K. Elmagarmid"
"Guangli Nie","Yong Shi"
"Rong Liu","Yong Shi"
"Lingling Zhang","Yong Shi"
"Joseph L. Austerweil","Thomas L. Griffiths"
"Joshua T. Abbott","Thomas L. Griffiths"
"Ashwin Thangali","Stan Sclaroff"
"Jonathan Alon","Stan Sclaroff"
"Vitaly Ablavsky","Stan Sclaroff"
"Alekh Jindal","Samuel Madden"
"Shu-Fai Wong","Roberto Cipolla"
"Wenhui Liao","Qiang Ji"
"Jixu Chen","Qiang Ji"
"Zuoguan Wang","Qiang Ji"
"Ziheng Wang","Qiang Ji"
"Lei Zhang 0011","Qiang Ji"
"Dinusha Vatsalan","Peter Christen"
"Zhichun Fu","Peter Christen"
"Khoi-Nguyen Tran","Peter Christen"
"Patrick Butler","Naren Ramakrishnan"
"Richard F. Helm","Naren Ramakrishnan"
"Parang Saraf","Naren Ramakrishnan"
"Debprakash Patnaik","Naren Ramakrishnan"
"Sumiko R. Mekaru","Naren Ramakrishnan"
"Nathan Self","Naren Ramakrishnan"
"Malcolm Potts","Naren Ramakrishnan"
"K. S. M. Tozammel Hossain","Naren Ramakrishnan"
"John S. Brownstein","Naren Ramakrishnan"
"Fang Jin","Naren Ramakrishnan"
"Deept Kumar","Naren Ramakrishnan"
"Chris Bailey-Kellogg","Naren Ramakrishnan"
"Xudong Cao","Jian Sun 0001"
"Jeffrey Chan","James Bailey"
"François Petitjean","Geoffrey I. Webb"
"Janice R. Boughton","Geoffrey I. Webb"
"Minh Hoai Nguyen","Fernando De la Torre"
"Simon Loesing","Donald Kossmann"
"Dino Sejdinovic","Arthur Gretton"
"Aude Oliva","Antonio Torralba"
"Josip Djolonga","Andreas Krause"
"Vo Ngoc Anh","Alistair Moffat"
"Owen de Kretser","Alistair Moffat"
"Boxin Shi","Yasuyuki Matsushita"
"Praneeth Netrapalli","Prateek Jain 0002"
"Stefan Hinterstoisser","Nassir Navab"
"Christian Wachinger","Nassir Navab"
"Selim Benhimane","Nassir Navab"
"Selina Chu","Michael J. Pazzani"
"Patrick M. Murphy","Michael J. Pazzani"
"Thanh Le Van","Luc De Raedt"
"Bo Zheng","Katsushi Ikeuchi"
"Zongyang Ma","Gao Cong"
"Xin Cao","Gao Cong"
"Nadia Magnenat-Thalmann","Gao Cong"
"Anna Monreale","Fosca Giannotti"
"Giulio Rossetti","Fosca Giannotti"
"Michele Coscia","Fosca Giannotti"
"Alessio Mazzanti","Fosca Giannotti"
"Parikshit Ram","Alexander G. Gray"
"Hua Ouyang","Alexander G. Gray"
"Mayu Iwata","Tetsuya Sakai"
"Chuan Zhou","Peng Zhang"
"Yanan Cao","Peng Zhang"
"Panagiotis Koutsourakis","Nikos Paragios"
"Olivier Teboul","Nikos Paragios"
"Loïc Simon","Nikos Paragios"
"Chunqiu Zeng","Lei Li"
"Rajendran M. Sivasankaran","Krithi Ramamritham"
"Donald F. Towsley","Krithi Ramamritham"
"Shiau Hong Lim","Huan Xu"
"Satya P. Mallick","David J. Kriegman"
"Kuang-Chih Lee","David J. Kriegman"
"Neil G. Alldrin","David J. Kriegman"
"Alex Conconi","Claudio Gentile"
"Luca Zaniboni","Claudio Gentile"
"Sebastian Goebl","Claudia Plant"
"Bianca Wackersreuther","Claudia Plant"
"Annahita Oswald","Claudia Plant"
"Ioannis Tsochantaridis","Thomas Hofmann"
"Jörg Wicker","Stefan Kramer 0001"
"Jana Schmidt","Stefan Kramer 0001"
"Christoph Helma","Stefan Kramer 0001"
"Madeleine Seeland","Stefan Kramer 0001"
"Ziming Zhang","Philip H. S. Torr"
"Henning Rode","Pavel Serdyukov"
"Junseok Kwon","Kyoung Mu Lee"
"Wonsik Kim","Kyoung Mu Lee"
"Brian Dalessandro","Foster J. Provost"
"Rod Hook","Foster J. Provost"
"John M. Aronis","Foster J. Provost"
"Boqing Gong","Fei Sha"
"Bogdan Georgescu","Dorin Comaniciu"
"Lixin Duan","Dong Xu"
"Arsany Sawires","Divyakant Agrawal"
"Pradheep Elango","Deepak Agarwal"
"Nagaraj Kota","Deepak Agarwal"
"Peter A. Tucker","David Maier"
"V. M. Megler","David Maier"
"Jin Li 0003","David Maier"
"Michael Bleyer","Carsten Rother"
"Jeremy Jancsary","Carsten Rother"
"Chun Kit Chui","Ben Kao"
"Wai-Shing Ho","Ben Kao"
"Chi Lap Yip","Ben Kao"
"Chi-Yuen Ng","Ben Kao"
"Yuanchun Zhou","Yong Ge"
"Yuan Ge","Yong Ge"
"Huayu Li","Yong Ge"
"Danhuai Guo","Yong Ge"
"Brandon Norick","Yizhou Sun"
"Jiafeng Guo","Xueqi Cheng"
"Pan Du","Xueqi Cheng"
"Shuzi Niu","Xueqi Cheng"
"Shenghua Liu","Xueqi Cheng"
"Jorge F. Garza","Won Kim"
"Jae-Hak Kim","Richard I. Hartley"
"Edwin M. Knorr","Raymond T. Ng"
"Barbora Micenková","Raymond T. Ng"
"Shengjin Wang","Qi Tian"
"Liang Zheng","Qi Tian"
"Ziqiong Liu","Qi Tian"
"Zhenxing Niu","Qi Tian"
"Christian Köhler 0002","Peng Wang"
"Dörthe Malzahn","Manfred Opper"
"Lehel Csató","Manfred Opper"
"Rui Cai","Lei Zhang 0001"
"Qiang Hao","Lei Zhang 0001"
"Jiang-Ming Yang","Lei Zhang 0001"
"Nguyen Quoc Viet Hung","Karl Aberer"
"Manfred Hauswirth","Karl Aberer"
"Haiqin Yang","Irwin King"
"Jaegul Choo","Haesun Park"
"Mariya Ishteva","Haesun Park"
"Hyunsoo Kim","Haesun Park"
"Dakan Wang","Gang Wang"
"Dan Garber","Elad Hazan"
"Hao Shao","Einoshin Suzuki"
"Richard C. Wilson","Edwin R. Hancock"
"Andrew D. J. Cross","Edwin R. Hancock"
"Jianqiang Wang","Douglas W. Oard"
"Guosheng Lin","Chunhua Shen"
"Ankit Agrawal","Alok N. Choudhary"
"Wei-keng Liao","Alok N. Choudhary"
"Yusheng Xie","Alok N. Choudhary"
"Kunpeng Zhang","Alok N. Choudhary"
"Ramanathan Narayanan","Alok N. Choudhary"
"Kathy Lee","Alok N. Choudhary"
"Daniel Honbo","Alok N. Choudhary"
"Chenliang Li","Aixin Sun"
"Zongyang Ma","Aixin Sun"
"Nadia Magnenat-Thalmann","Aixin Sun"
"Yang Mu","Wei Ding 0003"
"Melissa Morabito","Wei Ding 0003"
"Henry Z. Lo","Wei Ding 0003"
"Chung-Hsien Yu","Wei Ding 0003"
"Anna Shtok","Oren Kurland"
"Christos Giatsidis","Michalis Vazirgiannis"
"Yannis Batistakis","Michalis Vazirgiannis"
"Dimitrios M. Thilikos","Michalis Vazirgiannis"
"Mirwaes Wahabzada","Kristian Kersting"
"Tushar Khot","Kristian Kersting"
"Marion Neumann","Kristian Kersting"
"Zhixiang Eddie Xu","Kilian Q. Weinberger"
"Matt J. Kusner","Kilian Q. Weinberger"
"Stephen Tyree","Kilian Q. Weinberger"
"Gao Huang","Kilian Q. Weinberger"
"Robert K. France","Edward A. Fox"
"Fang Chu","Carlo Zaniolo"
"Richard Kirkby","Bernhard Pfahringer"
"Shireen Y. Elhabian","Aly A. Farag"
"Moumen T. El-Melegy","Aly A. Farag"
"Ham M. Rara","Aly A. Farag"
"Qianlu Lin","Ying Zhang"
"Shankar R. Rao","Yi Ma"
"Zihan Zhou","Yi Ma"
"Arvind Ganesh","Yi Ma"
"Andrew Wagner","Yi Ma"
"Chih-Chen Lin","Timos K. Sellis"
"Ines Färber","Stephan Günnemann"
"Arne Held","Stephan Günnemann"
"Bernard Zenko","Saso Dzeroski"
"Dragi Kocev","Saso Dzeroski"
"Einat Neumann","Saharon Rosset"
"Yizhak Idan","Saharon Rosset"
"Chandra Reddy","Prasad Tadepalli"
"Aaron Wilson","Prasad Tadepalli"
"Zhandong Liu","Pradeep D. Ravikumar"
"Genevera I. Allen","Pradeep D. Ravikumar"
"Anshumali Shrivastava","Ping Li 0001"
"Christino Tamon","Nader H. Bshouty"
"David K. Wilson","Nader H. Bshouty"
"Sebastián Moreno","Jennifer Neville"
"Rongjing Xiang","Jennifer Neville"
"Rishabh K. Iyer","Jeff A. Bilmes"
"Andrew Guillory","Jeff A. Bilmes"
"Kouzou Ohara","Hiroshi Motoda"
"Phu Chien Nguyen","Hiroshi Motoda"
"Michael C. Hughes","Erik B. Sudderth"
"Soumya Ghosh","Erik B. Sudderth"
"Dae Il Kim","Erik B. Sudderth"
"Navneet Panda","Edward Y. Chang"
"Beitao Li","Edward Y. Chang"
"Kingshy Goh","Edward Y. Chang"
"Matthew J. Rattigan","David Jensen"
"Lisa Friedland","David Jensen"
"Arne Koopman","Arno Siebes"
"Petko Bogdanov","Ambuj K. Singh"
"Misael Mongiovì","Ambuj K. Singh"
"Minh X. Hoang","Ambuj K. Singh"
"Huahai He","Ambuj K. Singh"
"Zhongang Qi","Zhongfei (Mark) Zhang"
"Xiaowei Ying","Xintao Wu"
"Leting Wu","Xintao Wu"
"Ling Guo","Xintao Wu"
"Aidong Lu","Xintao Wu"
"Yue Wang 0009","Xintao Wu"
"Yingjiu Li","Xintao Wu"
"Wenqing Lin","Xiaokui Xiao"
"Sibo Wang","Xiaokui Xiao"
"Youze Tang","Xiaokui Xiao"
"Guozhang Wang","Xiaokui Xiao"
"Andy Diwen Zhu","Xiaokui Xiao"
"Dirk Habich","Wolfgang Lehner"
"Thomas Kissinger","Wolfgang Lehner"
"Benjamin Schlegel","Wolfgang Lehner"
"Cristian Molinaro","V. S. Subrahmanian"
"Mikalai Tsytsarau","Themis Palpanas"
"Haifeng Gong","Song Chun Zhu"
"Tsung-Ting Kuo","Shou-De Lin"
"Perng-Hwa Kung","Shou-De Lin"
"Riad Akrour","Michèle Sebag"
"Mark Junjie Li","Joshua Zhexue Huang"
"Haiquan Li","Jinyan Li"
"Yada Zhu","Jingrui He"
"Peter B. Golbus","Javed A. Aslam"
"Mark H. Montague","Javed A. Aslam"
"Minoru Yoshida","Hiroshi Nakagawa"
"Bin Yang","Hiroshi Nakagawa"
"Junpei Komiyama","Hiroshi Nakagawa"
"Fang Han","Han Liu"
"Tuo Zhao","Han Liu"
"Brian McFee","Gert R. G. Lanckriet"
"Emanuele Coviello","Gert R. G. Lanckriet"
"Luke Barrington","Gert R. G. Lanckriet"
"Byron Boots","Geoffrey J. Gordon"
"Haoxiang Li","Gang Hua"
"Zhenxing Niu","Gang Hua"
"Weiwei Cheng","Eyke Hüllermeier"
"Michele Coscia","Dino Pedreschi"
"Alessio Mazzanti","Dino Pedreschi"
"Nihit Desai","Chi Wang 0001"
"Fangbo Tao","Chi Wang 0001"
"Praveen Chandar","Ben Carterette"
"Baile Shi","Wei Wang 0009"
"Xiaochen Wu","Wei Wang 0009"
"Haofeng Zhou","Wei Wang 0009"
"Nan Ye","Wee Sun Lee"
"David H. Stern","Thore Graepel"
"Chun-Nam Yu","Russell Greiner"
"Cheng Long","Raymond Chi-Wing Wong"
"Ilias N. Flaounas","Nello Cristianini"
"Tristan Snowsill","Nello Cristianini"
"Omar Ali","Nello Cristianini"
"Marco Turchi","Nello Cristianini"
"Takahiko Shintani","Masaru Kitsuregawa"
"Iko Pramudiono","Masaru Kitsuregawa"
"Leonardo C. da Rocha","Marcos André Gonçalves"
"Thiago Salles","Marcos André Gonçalves"
"Sérgio D. Canuto","Marcos André Gonçalves"
"Qing Chen","Latifur Khan"
"Faustino J. Gomez","Jürgen Schmidhuber"
"Di Lin","Jiaya Jia"
"Zhaonian Zou","Jianzhong Li"
"Jizhou Luo","Jianzhong Li"
"George Lapis","Hamid Pirahesh"
"Jason Eisner","Hal Daumé III"
"Pablo Sprechmann","Guillermo Sapiro"
"Truyen Tran","Dinh Q. Phung"
"Brett Adams","Dinh Q. Phung"
"Tran The Truyen","Dinh Q. Phung"
"Lei Zhang 0002","Dimitris Samaras"
"Kiwon Yun","Dimitris Samaras"
"Wei Zhang 0002","Dimitris Samaras"
"Rita Z. Goldstein","Dimitris Samaras"
"Chi-Yuen Ng","David Wai-Lok Cheung"
"Na Dai","Brian D. Davison 0001"
"Jianmin Li","Bo Zhang"
"Minjie Xu","Bo Zhang"
"Tianyi Jiang","Alexander Tuzhilin"
"Quannan Li","Zhuowen Tu"
"Jiayan Jiang","Zhuowen Tu"
"Jun-Yan Zhu","Zhuowen Tu"
"Ann B. Ragin","Xiangnan Kong"
"Zhung-Xun Liao","Wen-Chih Peng"
"Shou-Chung Li","Wen-Chih Peng"
"Zuzana Kukelova","Tomás Pajdla"
"Akihiko Torii","Tomás Pajdla"
"Jan Heller","Tomás Pajdla"
"Martin Bujnak","Tomás Pajdla"
"Daniel Martinec","Tomás Pajdla"
"Walter J. Scheirer","Terrance E. Boult"
"Abhijit Bendale","Terrance E. Boult"
"Paul Ammann","Sushil Jajodia"
"Moshe Butman","Shai Avidan"
"Mihalis A. Nicolaou","Maja Pantic"
"Antonios Oikonomopoulos","Maja Pantic"
"Martin Wistuba","Lars Schmidt-Thieme"
"Nicolas Schilling","Lars Schmidt-Thieme"
"Josif Grabocka","Lars Schmidt-Thieme"
"Lucas Drumond","Lars Schmidt-Thieme"
"Christine Preisach","Lars Schmidt-Thieme"
"Raquel Sebastião","João Gama"
"Jiangwen Sun","Jinbo Bi"
"Mingsheng Long","Jianmin Wang 0001"
"Zijia Lin","Jianmin Wang 0001"
"Chaokun Wang","Jianmin Wang 0001"
"Mingqing Hu","Jianmin Wang 0001"
"Yun Peng","Jianliang Xu"
"Matthias Grundmann","Irfan A. Essa"
"Parisa Rashidi","Diane J. Cook"
"Barnan Das","Diane J. Cook"
"Surnjani Djoko","Diane J. Cook"
"Narayanan Chatapuram Krishnan","Diane J. Cook"
"Chang Hun You","Diane J. Cook"
"Mrinal Kanti Das","Chiranjib Bhattacharyya"
"Aharon Ben-Tal","Chiranjib Bhattacharyya"
"Trapit Bansal","Chiranjib Bhattacharyya"
"Thomas A. Trikalinos","Carla E. Brodley"
"Yijun Zhao","Carla E. Brodley"
"Mark A. Friedl","Carla E. Brodley"
"David C. Kale","Yan Liu"
"Rose Yu","Yan Liu"
"Zhiwu Huang","Xilin Chen"
"Zhen Cui","Xilin Chen"
"Xiaodan Zhang","Xiaohua Hu"
"Xiaohua Zhou","Xiaohua Hu"
"Illhoi Yoo","Xiaohua Hu"
"Paul-Alexandru Chirita","Wolfgang Nejdl"
"Yael Amsterdamer","Tova Milo"
"Daniele Braga","Stefano Ceri"
"Alessandro Raffio","Stefano Ceri"
"Alessandro Campi","Stefano Ceri"
"Zhiwu Huang","Shiguang Shan"
"Zhen Cui","Shiguang Shan"
"Roger Longbotham","Ron Kohavi"
"Dan Sommerfield","Ron Kohavi"
"Brian Frasca","Ron Kohavi"
"Muneaki Ohshima","Ning Zhong"
"Juzhen Dong","Ning Zhong"
"Nikolaos M. Freris","Michail Vlachos"
"Fei Tony Liu","Kai Ming Ting"
"Jonathan R. Wells","Kai Ming Ting"
"Sunil Aryal","Kai Ming Ting"
"Yanlin Guo","Harpreet S. Sawhney"
"Michael Wand","Hans-Peter Seidel"
"Carsten Stoll","Hans-Peter Seidel"
"Nils Hasler","Hans-Peter Seidel"
"Ilya Reshetouski","Hans-Peter Seidel"
"Christian Fuchs 0004","Hans-Peter Seidel"
"Art Tevs","Hans-Peter Seidel"
"Alkhazur Manakov","Hans-Peter Seidel"
"Christian Widmer","Gunnar Rätsch"
"Naama Zwerdling","David Carmel"
"Ning Kang","Daniel Barbará"
"Ron Zass","Amnon Shashua"
"Tobias Mühlbauer","Alfons Kemper"
"Adam Woznica","Alexandros Kalousis"
"Jun Wang 0017","Alexandros Kalousis"
"Huyen Do","Alexandros Kalousis"
"Julien Prados","Alexandros Kalousis"
"Mehdi Kargar","Aijun An"
"Morteza ZiHayat","Aijun An"
"Wenlin Chen","Yixin Chen"
"Yujie He","Yixin Chen"
"Henry L. Bart Jr.","Yixin Chen"
"Li-wei He","Yang Song"
"Ayan Chakrabarti","Todd E. Zickler"
"Ying Xiong","Todd E. Zickler"
"Ioannis Gkioulekas","Todd E. Zickler"
"Yongzhen Huang","Tieniu Tan"
"Liangsheng Wang","Tieniu Tan"
"Cheng Zhong","Tieniu Tan"
"Yannis Panagakis","Stefanos Zafeiriou"
"Joan Alabort-i-Medina","Stefanos Zafeiriou"
"Tias Guns","Siegfried Nijssen"
"Thanh Le Van","Siegfried Nijssen"
"Xavier Tannier","Shlomo Geva"
"Véronique Moriceau","Shlomo Geva"
"Timothy Chappell","Shlomo Geva"
"Matthew Trappett","Shlomo Geva"
"Christopher M. De Vries","Shlomo Geva"
"Moshe Fresko","Ronen Feldman"
"Binyamin Rosenfeld","Ronen Feldman"
"Yonatan Schler","Ronen Feldman"
"Orly Liphstat","Ronen Feldman"
"Amir Zilberstein","Ronen Feldman"
"Jianchao Han","Nick Cercone"
"Xingwei Yang","Longin Jan Latecki"
"Tianyang Ma","Longin Jan Latecki"
"Suzan Köknar-Tezel","Longin Jan Latecki"
"Hiroto Saigo","Koji Tsuda"
"Jacob Whitehill","Javier R. Movellan"
"Ian R. Fasel","Javier R. Movellan"
"Riccardo Ortale","Giuseppe Manco"
"Gianni Costa","Giuseppe Manco"
"Debasis Ganguly","Gareth J. F. Jones"
"Wenwu Zhu 0001","Fei Wang"
"Shima Gerani","Fabio Crestani"
"Henning Rode","Djoerd Hiemstra"
"Kangmiao Liu","Chun Chen"
"Guang Qiu","Chun Chen"
"Xiaoli Zhou","Bir Bhanu"
"Yingxia Shao","Bin Cui"
"Angelos Barmpoutis","Baba C. Vemuri"
"Ofer Meshi","Amir Globerson"
"Wei-Hao Lin","Alexander G. Hauptmann"
"Zhongwen Xu","Alexander G. Hauptmann"
"Zhigang Ma","Alexander G. Hauptmann"
"Aaron Wilson","Alan Fern"
"Takahiro Okabe","Yoichi Sato"
"Kris Makoto Kitani","Yoichi Sato"
"Ou Wu","Weiming Hu"
"Chunfeng Yuan","Weiming Hu"
"Weihua Xiong","Weiming Hu"
"Mingliang Zhu","Weiming Hu"
"Loris Bazzani","Vittorio Murino"
"Cheng-Wei Wu","Vincent S. Tseng"
"Bai-En Shie","Vincent S. Tseng"
"Barbara L. Loeding","Sudeep Sarkar"
"Sunita Nayak","Sudeep Sarkar"
"Ruiduo Yang","Sudeep Sarkar"
"Uwe Schmidt","Stefan Roth"
"Kenton Oliver","Song Wang"
"Jarrell W. Waggoner","Song Wang"
"Yuewei Lin","Song Wang"
"Brent C. Munsell","Song Wang"
"Sid Ying-Ze Bao","Silvio Savarese"
"Wongun Choi","Silvio Savarese"
"Zhaoqi Chen","Sharad Mehrotra"
"Nalini Venkatasubramanian","Sharad Mehrotra"
"Iosif Lazaridis","Sharad Mehrotra"
"Lorenzo Carlucci","Sanjay Jain"
"Achi Brandt","Ronen Basri"
"Steven M. Beitzel","Ophir Frieder"
"Eric C. Jensen","Ophir Frieder"
"M. Catherine McCabe","Ophir Frieder"
"Kazuko Kuriyama","Noriko Kando"
"Karl Schnaitter","Neoklis Polyzotis"
"Yusu Wang","Mikhail Belkin"
"James R. Voss","Mikhail Belkin"
"Paramveer S. Dhillon","Lyle H. Ungar"
"Tian Fang","Long Quan"
"Peng Zhao","Long Quan"
"Davoud Moulavi","Jörg Sander"
"Yu Ji","Jingyi Yu"
"Jinwei Ye","Jingyi Yu"
"Linhong Zhu","James Cheng"
"Kihyuk Sohn","Honglak Lee"
"Viren Jain","H. Sebastian Seung"
"Moritz Helmstaedter","H. Sebastian Seung"
"Tian Lan","Greg Mori"
"Arash Vahdat","Greg Mori"
"Jihun Ham","Daniel D. Lee"
"Tai-Pang Wu","Chi-Keung Tang"
"Zoltán Gyöngyi","Carlos Castillo"
"Xin Pei","Bin Wu"
"Minqi Zhou","Aoying Zhou"
"Kok-Leong Ong","Wee Keong Ng"
"Ramakrishna Varadarajan","Vagelis Hristidis"
"Wenlu Zhang","Shuiwang Ji"
"Marko Boben","Sanja Fidler"
"Miao Liao","Ruigang Yang"
"Xinyu Huang","Ruigang Yang"
"Yanlin Guo","Rakesh Kumar 0001"
"Taragay Oskiper","Rakesh Kumar 0001"
"Jeremy S. De Bonet","Paul A. Viola"
"Misha Denil","Nando de Freitas"
"Ahmed K. Farahat","Mohamed S. Kamel"
"Khaled M. Hammouda","Mohamed S. Kamel"
"Yun-Qian Miao","Mohamed S. Kamel"
"Thomas Bühler","Matthias Hein 0001"
"Syama Sundar Rangapuram","Matthias Hein 0001"
"Simon Setzer","Matthias Hein 0001"
"Stephen I. Ryu","Maneesh Sahani"
"Marius Pachitariu","Maneesh Sahani"
"Gopal Santhanam","Maneesh Sahani"
"YongChul Kwon","Magdalena Balazinska"
"Stanley M. Bileschi","Lior Wolf"
"Noga Levy","Lior Wolf"
"Surnjani Djoko","Lawrence B. Holder"
"Chang Hun You","Lawrence B. Holder"
"Chunyu Yang","Jie Zhou"
"Kangmiao Liu","Jiajun Bu"
"Guang Qiu","Jiajun Bu"
"Colin L. Carter","Howard J. Hamilton"
"Dikan Xing","Gui-Rong Xue"
"Hyunjin Yoon","Cyrus Shahabi"
"Ugur Demiryurek","Cyrus Shahabi"
"Kiyoung Yang","Cyrus Shahabi"
"Yanshan Xiao","Bo Liu"
"Ian Osband","Benjamin Van Roy"
"Daniel Russo","Benjamin Van Roy"
"Xavier Tannier","Andrew Trotman"
"Véronique Moriceau","Andrew Trotman"
"Nils Pharo","Andrew Trotman"
"Timothy Chappell","Andrew Trotman"
"Matthew Trappett","Andrew Trotman"
"Shusen Wang","Zhihua Zhang"
"Zhongwen Xu","Yi Yang"
"Zhigang Ma","Yi Yang"
"Jingchen Liu","Yanxi Liu"
"Minwoo Park","Yanxi Liu"
"Defu Lian","Xing Xie"
"Fuzheng Zhang","Xing Xie"
"Yingzi Wang","Xing Xie"
"Zhou Zhao","Wilfred Ng"
"Qiong Fang","Wilfred Ng"
"Da Yan","Wilfred Ng"
"Manoj Syamala","Vivek R. Narasayya"
"Robert Tibshirani","Trevor Hastie"
"Harish G. Ramaswamy","Shivani Agarwal 0001"
"Arun Rajkumar","Shivani Agarwal 0001"
"Pascal Jappy","Richard Nock"
"Thomas F. La Porta","Quanquan Gu"
"Alice Leung","Quanquan Gu"
"Heiko Müller","Peter Buneman"
"Alexandre Lacasse","Mario Marchand"
"Jinoh Oh","Hwanjo Yu"
"Jinha Kim","Hwanjo Yu"
"Jan Struyf","Hendrik Blockeel"
"Thomas R. Lynam","Gordon V. Cormack"
"Maura R. Grossman","Gordon V. Cormack"
"Olof Enqvist","Fredrik Kahl"
"Thomas Schoenemann","Daniel Cremers"
"Sudip Roy 0002","Christoph Koch 0001"
"Rajul Anand","Chandan K. Reddy"
"Jon Hutchins","Alexander T. Ihler"
"Ruichu Cai","Zhenjie Zhang"
"Abdulmohsen Algarni","Yuefeng Li"
"Nikos Pelekis","Yannis Theodoridis"
"Ioannis Kopanakis","Yannis Theodoridis"
"Evangelos E. Kotsifakos","Yannis Theodoridis"
"Elias Frentzos","Yannis Theodoridis"
"Stephan Ewen","Volker Markl"
"Kostas Tzoumas","Volker Markl"
"Hock Hee Ang","Vivekanand Gopalkrishnan"
"Ardian Kristanto Poernomo","Vivekanand Gopalkrishnan"
"Xi Cheng","Venu Govindaraju"
"Takeshi Kurashima","Tomoharu Iwata"
"Julian John McAuley","Tibério S. Caetano"
"Shiro Ikeda","Shun-ichi Amari"
"Jack Tumblin","Ramesh Raskar"
"Sathyakama Sandilya","R. Bharat Rao"
"Fuzhen Zhuang","Qing He"
"Peter J. Sadowski","Pierre Baldi"
"Raghav Subbarao","Peter Meer"
"Mario Sznaier","Octavia I. Camps"
"Rene Schult","Myra Spiliopoulou"
"Eirini Ntoutsi","Myra Spiliopoulou"
"Eshed Ohn-Bar","Mohan M. Trivedi"
"Zhongang Qi","Ming Yang"
"Yingming Li","Ming Yang"
"Max Vladymyrov","Miguel Á. Carreira-Perpiñán"
"Shigeki Sugimoto","Masatoshi Okutomi"
"Masayuki Tanaka","Masatoshi Okutomi"
"Masao Shimizu","Masatoshi Okutomi"
"Pai Peng","Lidan Shou"
"Kuang Mao","Lidan Shou"
"Jong Wook Kim","K. Selçuk Candan"
"Costin Barbu","Jing Peng"
"Shuzi Niu","Jiafeng Guo"
"Johannes L. Schönberger","Jan-Michael Frahm"
"Norbert Klasner","Hans-Ulrich Simon"
"Jonathan Gratch","Gerald DeJong"
"Xavier Tannier","Gabriella Kazai"
"Véronique Moriceau","Gabriella Kazai"
"Timothy Chappell","Gabriella Kazai"
"Matthew Trappett","Gabriella Kazai"
"Marko Grobelnik","Dunja Mladenic"
"Blaz Fortuna","Dunja Mladenic"
"Miha Grcar","Dunja Mladenic"
"Delia Rusu","Dunja Mladenic"
"Malte Kuss","Carl Edward Rasmussen"
"Xiaochun Yang","Bin Wang"
"Hongyuan Ma","Bin Wang"
"Nicholas E. Taylor","Zachary G. Ives"
"Yan Rui Huang","Xiangji Huang"
"Miao Wen","Xiangji Huang"
"Wenyuan Yu","Wenfei Fan"
"Sterling C. Johnson","Vikas Singh"
"Chris Hinrichs","Vikas Singh"
"Maxwell D. Collins","Vikas Singh"
"Deepti Pachauri","Vikas Singh"
"Won Hwa Kim","Vikas Singh"
"Morteza Alamgir","Ulrike von Luxburg"
"Si Quang Le","Tu Bao Ho"
"Saori Kawasaki","Tu Bao Ho"
"Ngoc Binh Nguyen","Tu Bao Ho"
"DucDung Nguyen","Tu Bao Ho"
"Arto Klami","Samuel Kaski"
"Zu Whan Kim","Ramakant Nevatia"
"Andres Huertas","Ramakant Nevatia"
"Nicholas K. Jong","Peter Stone"
"Doran Chakraborty","Peter Stone"
"Jiyan Yang","Michael W. Mahoney"
"Gang Fang","Michael Steinbach"
"Felix Juefei-Xu","Marios Savvides"
"Sung Won Park","Marios Savvides"
"Jingu Heo","Marios Savvides"
"Dipan K. Pal","Marios Savvides"
"B. Vijaya K. V. Kumar","Marios Savvides"
"Chunyan Xie","Marios Savvides"
"Chuan Zhou","Li Guo"
"Yanan Cao","Li Guo"
"Yaqiong Wang","Junjie Wu"
"Hao Lin","Junjie Wu"
"Mijung Park","Jonathan W. Pillow"
"Evan Archer","Jonathan W. Pillow"
"Ferhan Türe","Jimmy J. Lin"
"Cong Leng","Hanqing Lu"
